t,y,vy,ay,Unnamed: 4
139.9,,,,
139.917,,,,
139.933,,,,
139.95,,,,
139.967,,,,
139.983,,,,
140.0,-13.21,-0.04417,0.06941,
140.017,,,,
140.033,,,,
140.05,,,,
140.067,,,,
140.083,,,,
140.1,,,,
140.117,,,,
140.133,,,,
140.15,,,,
140.167,,,,
140.183,,,,
140.2,,,,
140.217,,,,
140.233,,,,
140.25,,,,
140.267,,,,
140.283,,,,
140.3,,,,
140.317,,,,
140.333,,,,
140.35,,,,
140.367,,,,
140.383,,,,
140.4,,,,
140.417,,,,
140.433,,,,
140.45,,,,
140.467,,,,
140.483,,,,
140.5,,,,
140.517,,,,
140.533,,,,
140.55,,,,
140.567,,,,
140.583,,,,
140.6,,,,
140.617,,,,
140.633,,,,
140.65,,,,
140.667,-13.23,-0.01472,,
140.683,,,,
140.7,,,,
140.717,,,,
140.733,,,,
140.75,,,,
140.767,,,,
140.783,,,,
140.8,,,,
140.817,,,,
140.833,,,,
140.85,,,,
140.867,,,,
140.883,,,,
140.9,,,,
140.917,,,,
140.933,,,,
140.95,,,,
140.967,,,,
140.983,,,,
141.0,,,,
141.017,,,,
141.033,,,,
141.05,,,,
141.067,,,,
141.083,,,,
141.1,,,,
141.117,,,,
141.133,,,,
141.15,,,,
141.167,,,,
141.183,,,,
141.2,,,,
141.217,,,,
141.233,,,,
141.25,,,,
141.267,,,,
141.283,,,,
141.3,,,,
141.317,,,,
141.333,-13.23,,,
